company_name;salary
TerraLink;131000
OFT group;27900
iCore;76100
Инфосистемы Джет;21600
Инлайн Груп;39000
ХайТэк;46200
Гринатом;61800
Atos;112900
Эвотор;53100
TerraLink;105800
Philax;94900
Angara;30500
Oracle;77500
Гринатом;104200
iCore;74000
Itransition;110300
OCS Distribution;36700
TerraLink;69800
Philax;84500
iCore;80600
ХайТэк;100200
АйТеко;20500
Гринатом;29200
Softline;32600
Инфосистемы Джет;109400
Форс;48900
Oracle;148400
Тринити;89000
Информзащита;47500
Softline;115900
Аквариус;73100
АйТеко;89200
Atos;149600
Эвотор;121600
Аквариус;11200
Эвотор;115300
Сигма;61400
Информзащита;86400
Atos;32000
Микрон;19700
TerraLink;25000
Информзащита;107800
IBS;70000
Hikvision;60800
Сател;44500
Аквариус;145600
Сател;59200
ХайТэк;86000
Atos;22000
Элтекс;50900
Hikvision;21400
Элтекс;89700
iCore;94600
Эвотор;108600
Ситроникс;24300
Форс;49500
Сигма;125300
Аквариус;137100
Лига Цифровой Экономики;71300
Itransition;85600
Сател;106700
АйТеко;110100
Softline;39300
Ростелеком;125000
Форс;122100
ХайТэк;46800
Эвотор;68000
Softline;125800
Itransition;35400
Инфосистемы Джет;91500
Ростелеком;118100
Philax;95800
АйТеко;24000
Hikvision;72300
Элтекс;15200
ХайТэк;144600
TerraLink;113000
IBS;79700
Сател;67000
Oracle;25000
Atos;71700
Эвотор;130800
Ростелеком;81200
Информзащита;53800
Ростелеком;147600
Инлайн Груп;65200
Форс;62300
Инфосистемы Джет;22700
Эвотор;56500
iCore;100200
Эвотор;118700
OFT group;37800
Itransition;132000
Тринити;85100
Ситроникс;63800
iCore;90500
ИнфоТеКС;12000
OCS Distribution;39300
Гринатом;80900
Softline;37400
Oracle;43600
Сигма;118100
iCore;35200
Информзащита;96900
Atos;44400
Форс;24900
OCS Distribution;145000
Форс;26900
Аквариус;108000
iCore;135400
Atos;47100
Инлайн Груп;114300
Инлайн Груп;53600
Atos;132900
OCS Distribution;35900
Atos;78200
Тринити;90300
Инлайн Груп;25100
OFT group;74200
Сигма;54000
Philax;126300
Инлайн Груп;38700
Softline;116200
Гринатом;13100
ИнфоТеКС;70100
ХайТэк;29500
Аквариус;97100
Angara;119800
Элтекс;109700
Ситроникс;79800
Тринити;31600
OFT group;109300
IBS;46700
Гринатом;107000
Atos;81500
Philax;67600
IBS;72000
Информзащита;84100
Форс;51200
Сател;79200
Ситроникс;147100
TerraLink;146500
Аквариус;79800
TerraLink;54700
Itransition;49300
Информзащита;47700
IBS;48900
IBS;12000
Форс;109400
Инфосистемы Джет;144300
Информзащита;88000
Ростелеком;108500
Лига Цифровой Экономики;11900
Ростелеком;97600
Форс;121500
Микрон;131600
IBS;21500
Philax;43900
Форс;101300
Philax;89200
iCore;86100
Ситроникс;92900
Инфосистемы Джет;113900
Инлайн Груп;90100
Микрон;133500
Itransition;139300
Ростелеком;112800
Ситроникс;106700
Эвотор;131600
Инфосистемы Джет;115800
ХайТэк;58800
IBS;117700
Hikvision;31000
Сигма;41900
Форс;59000
Эвотор;93500
Softline;93000
Softline;122700
OFT group;86600
Angara;111400
Микрон;128400
Сигма;49600
Hikvision;48300
Сател;39000
Элтекс;140700
Микрон;31600
Сигма;100800
ХайТэк;91400
Ситроникс;131700
Инфосистемы Джет;37900
Форс;104900
Itransition;125100
Аквариус;27700
Инлайн Груп;134900
ИнфоТеКС;49900
АйТеко;62700
Softline;41900
OFT group;144300
Инфосистемы Джет;143200
Philax;131300
Сател;23000
IBS;24600
Инфосистемы Джет;68600
Angara;97100
TerraLink;138600
OFT group;73000
Softline;26800
Oracle;87500
ХайТэк;41900
Эвотор;35000
Hikvision;54700
Oracle;60300
Сигма;11900
Itransition;93900
Angara;80100
Микрон;148900
IBS;134100
Сигма;35700
Информзащита;137100
Hikvision;99900
Oracle;12900
Itransition;15100
Hikvision;128500
Микрон;128200
Ростелеком;65100
Hikvision;112000
Softline;110900
Инлайн Груп;126500
Atos;108700
Гринатом;138800
Элтекс;70800
Softline;38000
АйТеко;145700
Сател;45600
Itransition;34700
Hikvision;60200
Гринатом;54900
Ростелеком;19800
Oracle;33300
Информзащита;11900
IBS;146900
Ситроникс;109700
Ростелеком;10600
Элтекс;133200
Эвотор;33400
iCore;92400
Сател;85200
Инлайн Груп;51400
Информзащита;13400
Гринатом;74800
Itransition;44100
Лига Цифровой Экономики;85600
Информзащита;62100
ИнфоТеКС;54300
Инфосистемы Джет;46500
OCS Distribution;127300
Angara;132600
Форс;148400
Сател;88600
Hikvision;146300
Oracle;48800
TerraLink;53500
Сигма;48200
Лига Цифровой Экономики;103200
Ситроникс;124600
Oracle;86700
ХайТэк;143500
Philax;27500
Angara;125000
Ростелеком;80400
Тринити;22200
Ситроникс;118000
IBS;107300
Гринатом;19300
OCS Distribution;87000
Аквариус;77900
Тринити;63400
Philax;145100
Ростелеком;115400
Микрон;145700
Philax;82600
Softline;40700
Тринити;138800
OFT group;117200
OFT group;131200
OCS Distribution;92600
АйТеко;106400
Информзащита;113700
Ситроникс;77800
TerraLink;41000
Информзащита;42600
Лига Цифровой Экономики;93300
Softline;135800
IBS;96400
Ростелеком;61400
Тринити;123200
Форс;49700
Инфосистемы Джет;10100
Angara;30100
Инфосистемы Джет;145800
Softline;94500
Инфосистемы Джет;70000
Itransition;50600
Информзащита;74700
Инлайн Груп;56600
Гринатом;16000
Инфосистемы Джет;143800
Форс;96600
TerraLink;128600
TerraLink;117100
Softline;123600
АйТеко;101200
АйТеко;66300
IBS;88200
OCS Distribution;134600
Микрон;148400
Philax;36700
Элтекс;23400
Philax;93900
Softline;130000
Softline;37000
IBS;146300
IBS;48600
Hikvision;34600
ИнфоТеКС;95500
ИнфоТеКС;21500
Лига Цифровой Экономики;17100
Ситроникс;19500
Itransition;16000
АйТеко;58400
Сигма;58200
Инфосистемы Джет;94700
Ситроникс;102000
Softline;57700
Лига Цифровой Экономики;67000
Ситроникс;145100
Oracle;91900
Информзащита;50800
Инфосистемы Джет;39900
Itransition;131200
ИнфоТеКС;86400
Сател;133700
Эвотор;101900
Сател;97300
iCore;140400
Инлайн Груп;110400
Ростелеком;105600
Atos;129500
Itransition;105200
Инфосистемы Джет;87100
IBS;145300
ХайТэк;59400
Тринити;49800
Сател;40000
Oracle;35500
Softline;111100
Лига Цифровой Экономики;144200
Atos;106800
OCS Distribution;40500
ИнфоТеКС;56700
ХайТэк;133200
Softline;57700
Инлайн Груп;51200
Philax;65900
Информзащита;121400
Сател;115600
ХайТэк;31700
IBS;105800
Сигма;89800
Аквариус;142300
Тринити;95900
ИнфоТеКС;22300
Angara;25200
Форс;76400
Инфосистемы Джет;130600
ХайТэк;92800
Angara;147800
Angara;137000
ХайТэк;142600
Atos;149300
ХайТэк;17700
Инфосистемы Джет;66500
OCS Distribution;89900
Softline;26400
Тринити;109400
TerraLink;144600
iCore;147000
Гринатом;16500
Сател;122900
Сател;19400
Oracle;109000
Softline;53200
Микрон;92300
Softline;97700
OFT group;42200
Hikvision;69700
Элтекс;22300
Форс;79700
Гринатом;149400
Форс;95800
Инфосистемы Джет;18800
Форс;73600
OCS Distribution;68700
Itransition;62700
АйТеко;134200
Эвотор;133900
iCore;116700
Oracle;25900
ИнфоТеКС;142200
Инфосистемы Джет;112200
Гринатом;19700
OFT group;46000
Angara;10700
АйТеко;57700
Инлайн Груп;68100
TerraLink;77200
Инлайн Груп;94000
TerraLink;59100
Гринатом;104600
Softline;45900
Atos;107700
Инлайн Груп;129400
Инлайн Груп;89800
Элтекс;130000
iCore;58200
Элтекс;130800
Hikvision;146700
Itransition;141400
OFT group;25900
IBS;52000
IBS;105200
Ситроникс;32500
Элтекс;17300
Аквариус;116500
Atos;39900
Тринити;72200
ИнфоТеКС;67100
OFT group;73900
OFT group;69400
TerraLink;128100
АйТеко;90700
Лига Цифровой Экономики;100200
Гринатом;33800
Инфосистемы Джет;88100
iCore;84600
iCore;26200
Philax;26200
Сател;47600
АйТеко;16300
Itransition;69400
Информзащита;76000
Atos;85100
IBS;114000
Тринити;44200
Эвотор;136700
TerraLink;115900
iCore;114400
ХайТэк;140700
Аквариус;55400
Itransition;49600
Лига Цифровой Экономики;108400
Hikvision;133900
Oracle;98600
iCore;140900
IBS;95800
IBS;89800
OCS Distribution;101800
Softline;106100
Форс;145200
Тринити;140400
Itransition;37400
Сигма;104000
Микрон;104300
Сигма;148200
iCore;69900
Аквариус;121500
Сател;98200
Тринити;104700
OCS Distribution;68200
АйТеко;141700
Лига Цифровой Экономики;13400
Oracle;97000
Информзащита;93800
Инлайн Груп;24100
Элтекс;51800
Softline;96500
Гринатом;105100
iCore;84600
Инфосистемы Джет;104900
ИнфоТеКС;16700
TerraLink;114300
Softline;111200
ИнфоТеКС;64600
Аквариус;31000
Форс;76800
Тринити;149500
OFT group;27600
Philax;100000
Микрон;62000
IBS;34300
Элтекс;24000
Hikvision;31500
Atos;119000
TerraLink;125200
Микрон;32600
OCS Distribution;27300
Тринити;76300
Форс;129200
TerraLink;35700
Angara;145200
iCore;33500
OFT group;135000
Softline;134900
Гринатом;113500
Hikvision;28800
Инлайн Груп;61900
Oracle;123800
Softline;65100
ИнфоТеКС;139600
Гринатом;45800
Hikvision;149700
Гринатом;68800
Itransition;130800
Тринити;45800
Сигма;121600
Тринити;54100
IBS;147300
Микрон;53200
Ситроникс;103100
Аквариус;96000
ХайТэк;59400
OCS Distribution;143100
Лига Цифровой Экономики;84900
Эвотор;142300
Тринити;49800
Аквариус;97100
Softline;12500
Инфосистемы Джет;81600
Информзащита;71000
Philax;140000
Форс;96500
Philax;76100
Hikvision;107600
ИнфоТеКС;144000
ИнфоТеКС;23500
Сигма;61200
Angara;24500
TerraLink;44000
Oracle;36600
Itransition;22800
iCore;109200
Инфосистемы Джет;79300
Сател;72900
Angara;140900
Сигма;139900
Эвотор;77800
Инфосистемы Джет;117900
Эвотор;20700
Тринити;76400
Форс;149900
IBS;113400
Ситроникс;57400
Hikvision;46700
Angara;26900
Angara;14800
Форс;64700
Микрон;59600
Сател;81500
IBS;110900
Тринити;115000
Ситроникс;77100
Информзащита;132500
Philax;34600
Информзащита;135100
Гринатом;71500
Эвотор;73200
ХайТэк;126800
TerraLink;39900
Oracle;59200
Лига Цифровой Экономики;70400
Лига Цифровой Экономики;79000
Ситроникс;133200
Сигма;64600
Ситроникс;90100
Сател;21000
Atos;96100
Hikvision;53500
Инфосистемы Джет;62300
OCS Distribution;63000
Itransition;17800
Элтекс;117000
OCS Distribution;141000
Softline;146400
OFT group;12800
Hikvision;110100
Эвотор;132500
TerraLink;68200
Сигма;89700
Softline;103800
Элтекс;55200
Тринити;82300
OFT group;50100
iCore;126000
Микрон;61600
Atos;104600
OFT group;121600
IBS;14500
Ростелеком;58500
Philax;88000
TerraLink;65400
Микрон;134100
Лига Цифровой Экономики;37900
Itransition;148900
Angara;73700
Инфосистемы Джет;127600
Элтекс;88800
Эвотор;20700
ИнфоТеКС;107200
iCore;11100
Микрон;115200
Oracle;111800
Philax;24700
Philax;57100
Форс;113600
Аквариус;122800
Информзащита;121100
Тринити;139900
Angara;124900
Ситроникс;106500
Oracle;92200
OCS Distribution;24800
Ситроникс;128300
Ситроникс;120800
ИнфоТеКС;94100
Аквариус;126700
Atos;54300
Angara;96800
Сател;48100
Лига Цифровой Экономики;105800
Информзащита;81400
OFT group;59100
Инлайн Груп;15800
Микрон;53200
Ситроникс;24900
Аквариус;63200
Тринити;83400
Инлайн Груп;106700
Сигма;145500
Angara;112200
Микрон;117100
Информзащита;15900
Ситроникс;150000
Сател;125900
IBS;60200
IBS;32800
Инлайн Груп;113500
IBS;104700
Сател;113100
Информзащита;57400
iCore;46700
ХайТэк;40700
Инлайн Груп;129600
Лига Цифровой Экономики;89900
Аквариус;137400
Сател;81500
Сигма;145000
Itransition;105900
Информзащита;111400
Oracle;93000
Ростелеком;83500
Инфосистемы Джет;10400
Hikvision;78700
ИнфоТеКС;65400
Лига Цифровой Экономики;66700
IBS;38300
Itransition;147200
Форс;74700
Микрон;56400
Angara;104200
Oracle;112500
Itransition;141500
Softline;50700
Лига Цифровой Экономики;42700
iCore;139100
Инфосистемы Джет;62600
Сигма;36500
IBS;80300
Atos;12700
Инлайн Груп;33900
Oracle;107100
Микрон;115000
ИнфоТеКС;45300
АйТеко;51300
Atos;25900
Тринити;13500
Инфосистемы Джет;61400
OCS Distribution;35800
Philax;122800
Сател;72500
Аквариус;117200
Аквариус;138700
АйТеко;50100
Softline;94000
Сател;125200
Лига Цифровой Экономики;20600
TerraLink;79600
ХайТэк;63300
Лига Цифровой Экономики;47900
ИнфоТеКС;28500
Angara;25000
Hikvision;84700
Инфосистемы Джет;66400
ИнфоТеКС;32400
OCS Distribution;27000
IBS;13500
Информзащита;128000
Itransition;100900
Инфосистемы Джет;149100
Элтекс;113200
Itransition;103200
OFT group;125500
Angara;91300
Ростелеком;123300
iCore;104100
Softline;25400
Itransition;114200
Микрон;43000
Гринатом;68500
IBS;30600
Инфосистемы Джет;89800
iCore;150000
Форс;22900
ХайТэк;147700
Лига Цифровой Экономики;99500
Philax;61300
Форс;139500
IBS;33300
Hikvision;129100
Информзащита;15600
Softline;73400
Oracle;111000
Аквариус;143000
Микрон;141600
Softline;71800
Сател;86500
Angara;97800
Тринити;44200
Atos;65800
Форс;120000
Softline;110600
IBS;100900
IBS;84900
Эвотор;61800
Softline;84800
Элтекс;146000
Hikvision;13300
Ростелеком;104800
iCore;28400
ХайТэк;75900
Гринатом;27200
Philax;85500
OCS Distribution;35600
Форс;50100
Гринатом;26000
TerraLink;131000
Информзащита;88300
Itransition;72800
Лига Цифровой Экономики;35100
Гринатом;87400
Oracle;93800
OCS Distribution;51200
Аквариус;84000
Ростелеком;21400
Форс;65800
TerraLink;37100
Эвотор;53900
TerraLink;31700
Инфосистемы Джет;44300
Эвотор;11300
Гринатом;80800
Микрон;70200
Инлайн Груп;144000
IBS;78800
ХайТэк;91400
Philax;12000
OFT group;26900
Itransition;44900
Сигма;101300
Philax;47300
Инлайн Груп;105800
Сател;28900
OFT group;35100
Гринатом;54900
Hikvision;63200
АйТеко;50700
ИнфоТеКС;106800
OCS Distribution;85600
Эвотор;21400
АйТеко;108100
Инлайн Груп;42900
Atos;128600
OCS Distribution;67400
Информзащита;36500
Itransition;94400
Softline;146600
АйТеко;147700
IBS;49600
IBS;46200
ИнфоТеКС;111300
Сател;100600
Philax;65100
Сигма;91300
Форс;125000
Элтекс;136300
Лига Цифровой Экономики;136700
Лига Цифровой Экономики;120500
Гринатом;109800
Сател;102200
АйТеко;20200
Информзащита;41800
Сател;103900
Элтекс;44300
ИнфоТеКС;85300
Элтекс;57100
Сател;11600
Oracle;136200
Эвотор;48200
Сател;114500
Лига Цифровой Экономики;75200
Лига Цифровой Экономики;47900
Тринити;69300
Сигма;94300
ХайТэк;90100
Тринити;145800
Инфосистемы Джет;46300
Инлайн Груп;102800
Форс;23400
Angara;10300
Angara;139800
Philax;86400
Hikvision;79500
Itransition;83600
Информзащита;46000
OFT group;46500
Ситроникс;57800
Информзащита;146100
TerraLink;41500
Лига Цифровой Экономики;108600
OCS Distribution;36300
IBS;70500
Эвотор;26100
Oracle;59700
АйТеко;18700
Philax;79200
Форс;86500
ИнфоТеКС;82700
Лига Цифровой Экономики;105100
Ситроникс;147700
ИнфоТеКС;91300
Элтекс;88700
OCS Distribution;78200
Сигма;81500
Philax;72800
Oracle;74600
Atos;106800
OFT group;85500
Oracle;107000
Softline;79000
Информзащита;29700
Информзащита;83900
Эвотор;117000
Itransition;146800
Аквариус;13000
Аквариус;125100
OCS Distribution;127000
Лига Цифровой Экономики;98400
ИнфоТеКС;92300
Ситроникс;52400
OFT group;104400
Информзащита;87200
Информзащита;51900
Гринатом;81200
Сател;112100
Гринатом;138500
Itransition;120100
ИнфоТеКС;136200
Инфосистемы Джет;56300
ИнфоТеКС;96400
Atos;140500
Эвотор;34800
OCS Distribution;136300
Oracle;12800
Softline;34700
Эвотор;137700
ИнфоТеКС;74200
ХайТэк;91400
Форс;49900
Сател;118800
Инлайн Груп;129800
Hikvision;138800
Philax;30300
TerraLink;102800
Эвотор;124700
Информзащита;78600
OCS Distribution;26700
Ростелеком;99400
Лига Цифровой Экономики;45000
Angara;106700
Тринити;70500
Atos;118200
Oracle;144700
Тринити;86600
Itransition;11900
Сигма;91200
Эвотор;48600
Angara;14500
Эвотор;86900
IBS;140900
Эвотор;95600
Softline;35400
TerraLink;53300
АйТеко;65100
Ростелеком;79500
Сигма;149100
Hikvision;132800
OFT group;118200
Информзащита;91700
Эвотор;38400
OFT group;138100
Ситроникс;103600
Hikvision;80700
Тринити;44600
Atos;90300
Инлайн Груп;149200
Сигма;36900
Сигма;45200
iCore;64700
Аквариус;64100
Atos;60200
Гринатом;74100
Тринити;143200
Сател;147700
Лига Цифровой Экономики;128900
Информзащита;33800
IBS;63300
Angara;81600
ХайТэк;66800
Oracle;73400
Форс;118300
Atos;130800
Philax;74000
Инфосистемы Джет;120100
OFT group;73400
Лига Цифровой Экономики;130300
Ростелеком;101300
Форс;78400
Ростелеком;109800
Информзащита;12300
Эвотор;130200
Информзащита;43300
Ситроникс;80900
АйТеко;26200
Микрон;91600
Инфосистемы Джет;37800
ИнфоТеКС;108200
Oracle;79400
Atos;65100
Инлайн Груп;20300
Itransition;148300
Ростелеком;18700
Инлайн Груп;17600
Форс;40400
Сигма;82800
Ситроникс;10200
Микрон;11700
Itransition;71300
ХайТэк;34000
ХайТэк;50300
Oracle;144500
Softline;144200
Angara;54200
Atos;19900
Лига Цифровой Экономики;101700
Сигма;54500
IBS;127900
Элтекс;129200
Информзащита;14300
Ситроникс;124200
ИнфоТеКС;58000
Ситроникс;141800
OCS Distribution;40300
TerraLink;41700
Oracle;109900
Philax;32200
Инфосистемы Джет;40300
Itransition;143300
OFT group;45200
IBS;81400
Форс;68100
Angara;49300
Softline;139900
IBS;66400
Atos;102000
Инлайн Груп;116400
TerraLink;115100
Аквариус;115300
iCore;107300
Форс;36200
Гринатом;72000
Инфосистемы Джет;61400
Эвотор;16800
IBS;70400
Форс;84200
Инлайн Груп;123100
ИнфоТеКС;58900
Сигма;144200
Информзащита;39800
Аквариус;91900
Гринатом;28200
Форс;28800
Ситроникс;58700
Эвотор;15100
Hikvision;37300
Микрон;11500
Itransition;92200
Сател;118400
ИнфоТеКС;113300
Микрон;35600
Itransition;67800
ИнфоТеКС;147700
Тринити;13000
ХайТэк;78200
iCore;40500
АйТеко;95300
Angara;94400
Philax;38300
Гринатом;20600
Сател;94300
Сигма;48800
Элтекс;76200
Atos;24900
OCS Distribution;100400
Тринити;44100
TerraLink;89900
Atos;94100
Hikvision;112300
Тринити;46600
Itransition;108000
Инфосистемы Джет;41100
Ситроникс;80500
Информзащита;68700
Лига Цифровой Экономики;12000
Тринити;27200
Softline;30200
OCS Distribution;68100
Элтекс;132900
IBS;111300
Элтекс;86000
Ситроникс;136300
Hikvision;51900
Angara;20300
Элтекс;138100
Ситроникс;55200
Элтекс;125400
ХайТэк;83100
Сател;88800
OCS Distribution;60200
Atos;124000
Ситроникс;94100
Инлайн Груп;135300
Itransition;86700
Ситроникс;121500
Инлайн Груп;137000
Форс;134600
Лига Цифровой Экономики;16000
Oracle;20200
Сател;48200
IBS;91100
Эвотор;97700
Инлайн Груп;28900
Ситроникс;18500
Itransition;139300
Atos;99500
Инлайн Груп;66500
Элтекс;47900
Ростелеком;11100
Itransition;96100
Тринити;26500
Микрон;41900
Гринатом;146300
Гринатом;107400
TerraLink;60200
Atos;94400
Philax;74300
IBS;124500
Ростелеком;136300
АйТеко;72100
Сател;29200
Инфосистемы Джет;131700
Angara;145000
АйТеко;83300
Инфосистемы Джет;116700
Atos;77500
АйТеко;105600
Ростелеком;84100
Сигма;148700
Гринатом;59700
АйТеко;95100
Эвотор;22300
Гринатом;56000
OFT group;92400
OFT group;109500
Микрон;101300
Инфосистемы Джет;57100
Информзащита;54300
Philax;119000
Элтекс;132100
Ситроникс;115500
Hikvision;107200
Информзащита;131500
Информзащита;78700
Инфосистемы Джет;116300
Oracle;22000
Гринатом;133100
Инлайн Груп;67800
Гринатом;121400
ХайТэк;86700
Ситроникс;27700
Oracle;56300
Сигма;78100
Ситроникс;73800
Лига Цифровой Экономики;32600
Лига Цифровой Экономики;136300
Аквариус;93900
Аквариус;110300
OFT group;144700
iCore;140600
Softline;20200
Элтекс;84200
ИнфоТеКС;143100
Itransition;129000
OFT group;73500
iCore;41900
Сател;83100
Инлайн Груп;24600
Angara;141000
ИнфоТеКС;136700
OFT group;59100
Ситроникс;34300
Лига Цифровой Экономики;42400
Oracle;14600
Softline;82300
TerraLink;72700
Softline;97200
Элтекс;77000
iCore;95000
Сигма;31800
Инфосистемы Джет;69100
OCS Distribution;106800
Микрон;133800
OCS Distribution;146500
Softline;138800
Oracle;39800
Форс;36300
Аквариус;68500
Инлайн Груп;11900
Сател;61400
ХайТэк;13300
OFT group;13600
Hikvision;26400
Микрон;13800
iCore;112800
Ростелеком;36300
Atos;61200
Сигма;93400
Angara;74700
OFT group;11700
Ростелеком;86600
Информзащита;22900
Эвотор;39600
Инлайн Груп;20700
Элтекс;95400
Эвотор;33800
Ростелеком;92500
Информзащита;25000
IBS;137700
Инлайн Груп;57900
OCS Distribution;94300
Тринити;39600
Эвотор;60000
АйТеко;149000
Softline;78200
IBS;50600
Сател;34300
TerraLink;92500
OFT group;54100
Oracle;97600
Лига Цифровой Экономики;102400
OCS Distribution;27700
OCS Distribution;59300
Itransition;124900
Softline;86900
Микрон;95100
IBS;106900
Инлайн Груп;14500
ХайТэк;74900
ХайТэк;142700
Форс;51200
Itransition;108700
Инфосистемы Джет;139900
Аквариус;101100
Аквариус;98800
Аквариус;43600
Philax;98600
Oracle;149000
Oracle;91600
Эвотор;36300
Форс;72900
Тринити;97300
IBS;115000
Itransition;44700
Элтекс;66600
Тринити;59900
iCore;111000
Oracle;27800
Элтекс;108700
Аквариус;25500
Инфосистемы Джет;136200
Hikvision;83300
Philax;53200
Itransition;50100
Ситроникс;134200
Аквариус;41000
Аквариус;135600
Эвотор;47800
Ситроникс;138500
Аквариус;17900
Тринити;57200
ХайТэк;38000
Philax;79100
IBS;59900
Эвотор;91100
ХайТэк;66300
ХайТэк;108400
ХайТэк;46200
ИнфоТеКС;14800
Hikvision;62200
АйТеко;77300
Лига Цифровой Экономики;113800
Инлайн Груп;62600
iCore;64900
Сател;63900
Atos;104500
Angara;43600
АйТеко;121300
OCS Distribution;19600
Инлайн Груп;88600
Инфосистемы Джет;47300
Форс;150000
ИнфоТеКС;113200
Oracle;146800
Гринатом;146500
Oracle;124100
iCore;122200
Элтекс;104100
Микрон;19800
Itransition;108100
Информзащита;140600
Микрон;121700
Информзащита;127300
ХайТэк;56200
IBS;118200
Эвотор;111000
Сател;23800
Лига Цифровой Экономики;11200
Информзащита;114600
Сигма;91300
Инлайн Груп;125700
IBS;52600
Philax;24000
Тринити;98700
ИнфоТеКС;62300
ИнфоТеКС;89400
Аквариус;29400
Форс;15800
Hikvision;73000
Инлайн Груп;146600
Ситроникс;142900
Angara;133300
Oracle;133700
Angara;108200
Ростелеком;101900
Элтекс;144300
Ростелеком;15000
ИнфоТеКС;59300
Лига Цифровой Экономики;61600
iCore;13500
Ситроникс;19500
Элтекс;13000
Philax;12900
iCore;37100
Сигма;38700
Atos;68000
Эвотор;37900
Сигма;50900
Softline;34600
OCS Distribution;51300
Инфосистемы Джет;76700
Лига Цифровой Экономики;33400
Аквариус;61300
Микрон;83400
Ситроникс;29300
Itransition;17000
Элтекс;97200
АйТеко;71800
Тринити;63500
Ростелеком;33300
Hikvision;18800
iCore;84400
iCore;132500
Эвотор;26000
ХайТэк;133700
Hikvision;140900
Лига Цифровой Экономики;59200
Atos;26900
Инлайн Груп;139500
Информзащита;38500
Softline;34600
Сател;60000
Эвотор;65300
Лига Цифровой Экономики;33700
TerraLink;116800
Сигма;65800
Гринатом;11600
Oracle;58200
Hikvision;98700
ХайТэк;101600
Oracle;29300
TerraLink;139500
Oracle;24200
Гринатом;144000
Информзащита;85700
Инлайн Груп;90200
Элтекс;113300
Элтекс;142500
ИнфоТеКС;92500
Atos;47700
TerraLink;121300
Atos;87600
Тринити;58800
Сател;50100
Сател;73800
Микрон;62900
Аквариус;125600
OFT group;44200
iCore;48000
OCS Distribution;114500
Angara;54100
IBS;106800
iCore;26700
Atos;58300
Лига Цифровой Экономики;27300
Информзащита;85400
Тринити;28100
АйТеко;147200
АйТеко;43000
Гринатом;85500
Сигма;91900
IBS;143600
OFT group;64200
ИнфоТеКС;58000
АйТеко;27100
Atos;83500
Itransition;67000
Ростелеком;99800
Atos;137400
Philax;35000
OFT group;98900
OCS Distribution;58500
ИнфоТеКС;18200
Микрон;42600
Сател;85900
Hikvision;65500
Ростелеком;134700
Сател;142700
Лига Цифровой Экономики;79200
IBS;118500
OFT group;11500
Hikvision;75700
Angara;79600
Philax;137100
Лига Цифровой Экономики;93100
Сигма;95400
Angara;150000
Информзащита;127200
ХайТэк;25400
Форс;71200
Элтекс;91700
OCS Distribution;103400
Softline;92200
Информзащита;120500
Тринити;127100
Hikvision;129800
IBS;36600
Форс;103100
IBS;94300
Сигма;63200
Philax;100800
IBS;64500
OFT group;88900
OFT group;13500
Форс;113800
Сигма;80100
Philax;134100
Лига Цифровой Экономики;40800
Аквариус;123800
ИнфоТеКС;92200
Oracle;22500
Элтекс;47200
Сател;112800
OFT group;61100
OFT group;26200
АйТеко;53900
АйТеко;49800
Itransition;24800
АйТеко;49900
Гринатом;55700
Лига Цифровой Экономики;116500
Itransition;48200
Эвотор;15800
Philax;78900
ИнфоТеКС;87600
Сател;102900
Микрон;22000
Инлайн Груп;29000
iCore;106500
TerraLink;16000
ИнфоТеКС;110200
OCS Distribution;31900
Инлайн Груп;31700
Itransition;33100
ХайТэк;16800
Аквариус;137500
Hikvision;125300
Atos;120900
Angara;147300
OFT group;113700
ИнфоТеКС;46700
Itransition;58800
TerraLink;86300
Сигма;58800
АйТеко;116500
Itransition;123100
Эвотор;30200
Сигма;35500
Элтекс;123900
Itransition;39100
Микрон;49500
Ситроникс;75800
Atos;132900
Лига Цифровой Экономики;85900
Сигма;53800
Softline;43700
Ситроникс;22800
Элтекс;86900
Инлайн Груп;35200
Инлайн Груп;41000
Philax;81900
Ситроникс;80300
Сигма;16700
Элтекс;12800
Philax;27700
Angara;70600
АйТеко;39800
АйТеко;71100
Atos;32200
Лига Цифровой Экономики;22800
Angara;31500
Аквариус;37900
Ростелеком;139700
OFT group;52800
Oracle;69900
Аквариус;47600
ХайТэк;11600
АйТеко;147900
Softline;78600
OFT group;133300
Инлайн Груп;124300
Инлайн Груп;114000
Philax;148500
Philax;69500
Лига Цифровой Экономики;144100
Аквариус;32800
Форс;60700
Элтекс;144700
Инфосистемы Джет;137800
Инфосистемы Джет;110100
OFT group;141200
Микрон;140500
ИнфоТеКС;91100
Инлайн Груп;26600
Itransition;39300
Oracle;11000
iCore;83200
IBS;119000
iCore;48500
Сигма;145900
Oracle;52800
Сател;134600
ХайТэк;145100
Эвотор;143200
Сигма;89200
Hikvision;77100
ИнфоТеКС;31500
TerraLink;59900
Ростелеком;15700
Аквариус;124300
Angara;88800
Сигма;102600
OCS Distribution;140900
Softline;94700
Микрон;57600
Ростелеком;19300
Ростелеком;112100
Информзащита;146700
Сигма;107300
Аквариус;142100
Philax;129800
Форс;14800
Инфосистемы Джет;45600
Ситроникс;29700
Hikvision;148000
OFT group;51000
Philax;110500
Гринатом;26100
Лига Цифровой Экономики;136200
ИнфоТеКС;108900
Микрон;63100
АйТеко;140200
Инфосистемы Джет;34400
Форс;47300
Инфосистемы Джет;10000
TerraLink;96700
